"Año","Clave_Ent","Entidad","Subtipo de delito","Sexo","Rango de edad","Total"
2025,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",10
2025,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2025,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",678
2025,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",25
2025,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",10
2025,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2025,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",447
2025,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2025,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",40
2025,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2025,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",350
2025,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2025,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",15
2025,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2025,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",67
2025,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2025,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",2
2025,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2025,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",45
2025,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2025,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",2
2025,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2025,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",389
2025,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2025,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",42
2025,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2025,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",9
2025,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2025,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",2
2025,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2025,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",85
2025,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2025,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",10
2025,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",0
